Time_Of_Day_Seconds	RAMWatt
1720419542.501974	20.87
1720419542.500956	10.51
1720419542.500982	
1720419542.501035	
1720419542.501060	
1720419542.501129	
1720419542.501140	
1720419542.501170	
1720419542.501184	
1720419542.501220	
1720419542.501231	
1720419542.501261	
1720419542.501272	
1720419542.501310	
1720419542.501323	
1720419542.501356	
1720419542.501369	
1720419542.501399	
1720419542.501413	
1720419542.501444	
1720419542.501457	
1720419542.501515	10.36
1720419542.501542	
1720419542.501595	
1720419542.501632	
1720419542.501662	
1720419542.501673	
1720419542.501708	
1720419542.501719	
1720419542.501748	
1720419542.501760	
1720419542.501790	
1720419542.501802	
1720419542.501833	
1720419542.501845	
1720419542.501876	
1720419542.501887	
1720419542.501918	
1720419542.501929	
1720419542.501962	
1720419542.501974	
Time_Of_Day_Seconds	RAMWatt
1720419543.504355	20.89
1720419543.503139	10.52
1720419543.503164	
1720419543.503218	
1720419543.503244	
1720419543.503298	
1720419543.503324	
1720419543.503376	
1720419543.503403	
1720419543.503454	
1720419543.503480	
1720419543.503536	
1720419543.503548	
1720419543.503595	
1720419543.503606	
1720419543.503636	
1720419543.503650	
1720419543.503680	
1720419543.503694	
1720419543.503725	
1720419543.503739	
1720419543.503798	10.37
1720419543.503825	
1720419543.503877	
1720419543.503904	
1720419543.503957	
1720419543.503983	
1720419543.504039	
1720419543.504065	
1720419543.504121	
1720419543.504133	
1720419543.504163	
1720419543.504175	
1720419543.504206	
1720419543.504219	
1720419543.504251	
1720419543.504266	
1720419543.504297	
1720419543.504312	
1720419543.504343	
1720419543.504355	
Time_Of_Day_Seconds	RAMWatt
1720419544.506769	20.87
1720419544.505622	10.53
1720419544.505634	
1720419544.505670	
1720419544.505694	
1720419544.505731	
1720419544.505744	
1720419544.505791	
1720419544.505803	
1720419544.505850	
1720419544.505863	
1720419544.505896	
1720419544.505917	
1720419544.505972	
1720419544.505984	
1720419544.506020	
1720419544.506034	
1720419544.506051	
1720419544.506065	
1720419544.506102	
1720419544.506121	
1720419544.506188	10.34
1720419544.506219	
1720419544.506271	
1720419544.506297	
1720419544.506349	
1720419544.506374	
1720419544.506427	
1720419544.506453	
1720419544.506505	
1720419544.506532	
1720419544.506580	
1720419544.506591	
1720419544.506620	
1720419544.506632	
1720419544.506667	
1720419544.506681	
1720419544.506711	
1720419544.506723	
1720419544.506757	
1720419544.506769	
Time_Of_Day_Seconds	RAMWatt
1720419545.508934	20.89
1720419545.507882	10.52
1720419545.507895	
1720419545.507926	
1720419545.507938	
1720419545.507973	
1720419545.507986	
1720419545.508016	
1720419545.508028	
1720419545.508064	
1720419545.508078	
1720419545.508108	
1720419545.508140	
1720419545.508206	
1720419545.508219	
1720419545.508258	
1720419545.508271	
1720419545.508309	
1720419545.508321	
1720419545.508352	
1720419545.508365	
1720419545.508403	10.37
1720419545.508415	
1720419545.508449	
1720419545.508464	
1720419545.508513	
1720419545.508525	
1720419545.508574	
1720419545.508585	
1720419545.508635	
1720419545.508659	
1720419545.508671	
1720419545.508685	
1720419545.508738	
1720419545.508750	
1720419545.508785	
1720419545.508798	
1720419545.508848	
1720419545.508873	
1720419545.508909	
1720419545.508934	
Time_Of_Day_Seconds	RAMWatt
1720419546.510154	20.85
1720419546.509173	10.50
1720419546.509185	
1720419546.509229	
1720419546.509240	
1720419546.509272	
1720419546.509286	
1720419546.509315	
1720419546.509327	
1720419546.509360	
1720419546.509374	
1720419546.509404	
1720419546.509415	
1720419546.509450	
1720419546.509463	
1720419546.509494	
1720419546.509507	
1720419546.509540	
1720419546.509553	
1720419546.509586	
1720419546.509598	
1720419546.509637	10.35
1720419546.509648	
1720419546.509687	
1720419546.509712	
1720419546.509748	
1720419546.509760	
1720419546.509792	
1720419546.509815	
1720419546.509866	
1720419546.509890	
1720419546.509926	
1720419546.509951	
1720419546.509986	
1720419546.510012	
1720419546.510023	
1720419546.510038	
1720419546.510074	
1720419546.510088	
1720419546.510141	
1720419546.510154	
Time_Of_Day_Seconds	RAMWatt
1720419547.512377	20.89
1720419547.511288	10.54
1720419547.511302	
1720419547.511314	
1720419547.511339	
1720419547.511388	
1720419547.511401	
1720419547.511435	
1720419547.511449	
1720419547.511483	
1720419547.511497	
1720419547.511544	
1720419547.511557	
1720419547.511607	
1720419547.511634	
1720419547.511665	
1720419547.511677	
1720419547.511709	
1720419547.511721	
1720419547.511752	
1720419547.511764	
1720419547.511809	10.35
1720419547.511823	
1720419547.511856	
1720419547.511869	
1720419547.511917	
1720419547.511929	
1720419547.511957	
1720419547.511970	
1720419547.512021	
1720419547.512034	
1720419547.512068	
1720419547.512081	
1720419547.512148	
1720419547.512171	
1720419547.512209	
1720419547.512233	
1720419547.512282	
1720419547.512297	
1720419547.512353	
1720419547.512377	
Time_Of_Day_Seconds	RAMWatt
1720419548.514602	20.90
1720419548.513632	10.52
1720419548.513647	
1720419548.513658	
1720419548.513671	
1720419548.513709	
1720419548.513734	
1720419548.513765	
1720419548.513776	
1720419548.513807	
1720419548.513819	
1720419548.513849	
1720419548.513861	
1720419548.513894	
1720419548.513907	
1720419548.513938	
1720419548.513951	
1720419548.513981	
1720419548.513994	
1720419548.514027	
1720419548.514039	
1720419548.514076	10.37
1720419548.514092	
1720419548.514146	
1720419548.514162	
1720419548.514179	
1720419548.514193	
1720419548.514253	
1720419548.514277	
1720419548.514312	
1720419548.514326	
1720419548.514380	
1720419548.514405	
1720419548.514440	
1720419548.514453	
1720419548.514465	
1720419548.514490	
1720419548.514528	
1720419548.514552	
1720419548.514590	
1720419548.514602	
