Timestamp,Sensor,Value
2024-07-21 22:54:23,Current,139
2024-07-21 22:54:24,Current,136
2024-07-21 22:54:25,Current,131
2024-07-21 22:54:26,Current,131
2024-07-21 22:54:27,Current,124
2024-07-21 22:54:28,Current,130
2024-07-21 22:54:29,Current,211
2024-07-21 22:54:30,Current,216
2024-07-21 22:54:31,Current,213
2024-07-21 22:54:33,Current,212
2024-07-21 22:54:34,Current,216
2024-07-21 22:54:35,Current,213
2024-07-21 22:54:36,Current,211
2024-07-21 22:54:37,Current,208
2024-07-21 22:54:38,Current,212
2024-07-21 22:54:39,Current,209
2024-07-21 22:54:40,Current,208
2024-07-21 22:54:41,Current,207
2024-07-21 22:54:42,Current,223
2024-07-21 22:54:44,Current,223
2024-07-21 22:54:45,Current,224
2024-07-21 22:54:46,Current,225
2024-07-21 22:54:48,Current,229
2024-07-21 22:54:49,Current,223
2024-07-21 22:54:50,Current,225
2024-07-21 22:54:52,Current,223
2024-07-21 22:54:53,Current,226
2024-07-21 22:54:54,Current,225
2024-07-21 22:54:56,Current,228
2024-07-21 22:54:57,Current,224
2024-07-21 22:54:58,Current,226
2024-07-21 22:55:00,Current,222
2024-07-21 22:55:01,Current,225
2024-07-21 22:55:02,Current,223
2024-07-21 22:55:04,Current,222
2024-07-21 22:55:05,Current,225
2024-07-21 22:55:06,Current,226
2024-07-21 22:55:07,Current,227
2024-07-21 22:55:09,Current,226
2024-07-21 22:55:10,Current,222
2024-07-21 22:55:11,Current,229
2024-07-21 22:55:13,Current,227
2024-07-21 22:55:14,Current,224
2024-07-21 22:55:15,Current,225
2024-07-21 22:55:17,Current,227
2024-07-21 22:55:18,Current,226
2024-07-21 22:55:19,Current,224
2024-07-21 22:55:21,Current,227
2024-07-21 22:55:22,Current,223
2024-07-21 22:55:23,Current,226
2024-07-21 22:55:24,Current,228
2024-07-21 22:55:26,Current,228
2024-07-21 22:55:27,Current,226
2024-07-21 22:55:28,Current,223
2024-07-21 22:55:30,Current,226
2024-07-21 22:55:31,Current,227
2024-07-21 22:55:32,Current,225
2024-07-21 22:55:34,Current,229
2024-07-21 22:55:35,Current,227
2024-07-21 22:55:36,Current,227
2024-07-21 22:55:38,Current,224
2024-07-21 22:55:39,Current,228
2024-07-21 22:55:40,Current,234
2024-07-21 22:55:41,Current,231
