21:44:07   0.0   0.0   0.0 100.0   0.0    2    433    257    0    0    0  72.40   10.31  37.46  10.51  34.94  36.00  40.00  1.75 GHz  -N/A-
21:44:08   0.0   0.0   0.1  99.9   0.0    2    612    531   20   13   21  72.64   10.36  37.48  10.53  35.16  36.00  39.00  2.17 GHz  -N/A-
21:44:09   1.0   0.0   1.8  97.1   0.0    4  14856  14634 1098  734 1096  83.50   10.35  40.45  10.52  43.05  35.00  39.00  2.64 GHz  -N/A-
21:44:10   1.1   0.0   1.8  97.1   0.0    3  14640  13881 1087  727 1086  83.35   10.37  40.78  10.51  42.57  36.00  40.00  2.66 GHz  -N/A-
21:44:11   1.0   0.0   1.9  96.9   0.3    2  15586  15252 1095  717 1099  83.41   10.31  41.30  10.54  42.11  36.00  39.00  2.70 GHz  -N/A-
