,0,1,2,3
132,2024-07-04 17:17:07,Current,234,160.0
133,2024-07-04 17:17:08,Current,233,161.0
134,2024-07-04 17:17:09,Current,231,162.0
135,2024-07-04 17:17:11,Current,235,164.0
136,2024-07-04 17:17:12,Current,234,165.0
137,2024-07-04 17:17:13,Current,229,166.0
138,2024-07-04 17:17:14,Current,233,167.0
139,2024-07-04 17:17:16,Current,234,169.0
140,2024-07-04 17:17:17,Current,230,170.0
141,2024-07-04 17:17:18,Current,230,171.0
142,2024-07-04 17:17:20,Current,232,173.0
143,2024-07-04 17:17:21,Current,233,174.0
144,2024-07-04 17:17:22,Current,230,175.0
145,2024-07-04 17:17:24,Current,231,177.0
146,2024-07-04 17:17:25,Current,229,178.0
147,2024-07-04 17:17:26,Current,233,179.0
148,2024-07-04 17:17:28,Current,244,181.0
149,2024-07-04 17:17:29,Current,244,182.0
150,2024-07-04 17:17:30,Current,242,183.0
151,2024-07-04 17:17:31,Current,224,184.0
152,2024-07-04 17:17:32,Current,219,185.0
153,2024-07-04 17:17:33,Current,217,186.0
154,2024-07-04 17:17:35,Current,216,188.0
155,2024-07-04 17:17:36,Current,215,189.0
156,2024-07-04 17:17:37,Current,216,190.0
157,2024-07-04 17:17:38,Current,213,191.0
158,2024-07-04 17:17:39,Current,225,192.0
159,2024-07-04 17:17:40,Current,226,193.0
160,2024-07-04 17:17:41,Current,224,194.0
161,2024-07-04 17:17:42,Current,217,195.0
162,2024-07-04 17:17:43,Current,226,196.0
163,2024-07-04 17:17:44,Current,226,197.0
164,2024-07-04 17:17:45,Current,225,198.0
165,2024-07-04 17:17:46,Current,220,199.0
166,2024-07-04 17:17:48,Current,227,201.0
167,2024-07-04 17:17:49,Current,226,202.0
168,2024-07-04 17:17:50,Current,225,203.0
169,2024-07-04 17:17:51,Current,212,204.0
170,2024-07-04 17:17:52,Current,225,205.0
171,2024-07-04 17:17:53,Current,226,206.0
172,2024-07-04 17:17:54,Current,225,207.0
173,2024-07-04 17:17:55,Current,223,208.0
174,2024-07-04 17:17:56,Current,223,209.0
175,2024-07-04 17:17:57,Current,223,210.0
176,2024-07-04 17:17:58,Current,218,211.0
177,2024-07-04 17:17:59,Current,206,212.0
178,2024-07-04 17:18:01,Current,227,214.0
179,2024-07-04 17:18:02,Current,225,215.0
180,2024-07-04 17:18:03,Current,225,216.0
181,2024-07-04 17:18:04,Current,212,217.0
182,2024-07-04 17:18:05,Current,223,218.0
183,2024-07-04 17:18:06,Current,224,219.0
184,2024-07-04 17:18:07,Current,222,220.0
185,2024-07-04 17:18:08,Current,222,221.0
186,2024-07-04 17:18:09,Current,220,222.0
187,2024-07-04 17:18:10,Current,220,223.0
188,2024-07-04 17:18:11,Current,220,224.0
189,2024-07-04 17:18:12,Current,201,225.0
190,2024-07-04 17:18:13,Current,219,226.0
191,2024-07-04 17:18:15,Current,237,228.0
192,2024-07-04 17:18:16,Current,239,229.0
193,2024-07-04 17:18:17,Current,239,230.0
194,2024-07-04 17:18:19,Current,238,232.0
195,2024-07-04 17:18:20,Current,243,233.0
196,2024-07-04 17:18:21,Current,243,234.0
197,2024-07-04 17:18:22,Current,239,235.0
198,2024-07-04 17:18:24,Current,239,237.0
199,2024-07-04 17:18:25,Current,234,238.0
200,2024-07-04 17:18:26,Current,236,239.0
201,2024-07-04 17:18:28,Current,234,241.0
202,2024-07-04 17:18:29,Current,232,242.0
203,2024-07-04 17:18:30,Current,235,243.0
204,2024-07-04 17:18:32,Current,234,245.0
205,2024-07-04 17:18:33,Current,236,246.0
206,2024-07-04 17:18:34,Current,234,247.0
207,2024-07-04 17:18:36,Current,234,249.0
208,2024-07-04 17:18:37,Current,234,250.0
209,2024-07-04 17:18:38,Current,231,251.0
210,2024-07-04 17:18:39,Current,235,252.0
211,2024-07-04 17:18:41,Current,230,254.0
212,2024-07-04 17:18:42,Current,230,255.0
213,2024-07-04 17:18:43,Current,232,256.0
214,2024-07-04 17:18:45,Current,233,258.0
215,2024-07-04 17:18:46,Current,237,259.0
216,2024-07-04 17:18:47,Current,233,260.0
217,2024-07-04 17:18:49,Current,235,262.0
218,2024-07-04 17:18:50,Current,235,263.0
219,2024-07-04 17:18:51,Current,231,264.0
220,2024-07-04 17:18:53,Current,236,266.0
221,2024-07-04 17:18:54,Current,236,267.0
222,2024-07-04 17:18:55,Current,228,268.0
223,2024-07-04 17:18:57,Current,235,270.0
224,2024-07-04 17:18:58,Current,233,271.0
225,2024-07-04 17:18:59,Current,236,272.0
226,2024-07-04 17:19:00,Current,235,273.0
227,2024-07-04 17:19:02,Current,233,275.0
228,2024-07-04 17:19:03,Current,234,276.0
229,2024-07-04 17:19:04,Current,232,277.0
230,2024-07-04 17:19:06,Current,234,279.0
231,2024-07-04 17:19:07,Current,234,280.0
232,2024-07-04 17:19:08,Current,232,281.0
233,2024-07-04 17:19:10,Current,234,283.0
234,2024-07-04 17:19:11,Current,234,284.0
235,2024-07-04 17:19:12,Current,242,285.0
236,2024-07-04 17:19:13,Current,245,286.0
237,2024-07-04 17:19:15,Current,244,288.0
238,2024-07-04 17:19:16,Current,228,289.0
239,2024-07-04 17:19:17,Current,220,290.0
240,2024-07-04 17:19:18,Current,218,291.0
241,2024-07-04 17:19:19,Current,214,292.0
242,2024-07-04 17:19:20,Current,218,293.0
243,2024-07-04 17:19:21,Current,216,294.0
244,2024-07-04 17:19:23,Current,218,296.0
245,2024-07-04 17:19:24,Current,216,297.0
246,2024-07-04 17:19:25,Current,215,298.0
247,2024-07-04 17:19:26,Current,221,299.0
248,2024-07-04 17:19:27,Current,225,300.0
249,2024-07-04 17:19:28,Current,227,301.0
250,2024-07-04 17:19:29,Current,226,302.0
251,2024-07-04 17:19:30,Current,225,303.0
252,2024-07-04 17:19:31,Current,227,304.0
253,2024-07-04 17:19:32,Current,226,305.0
254,2024-07-04 17:19:33,Current,226,306.0
255,2024-07-04 17:19:34,Current,224,307.0
256,2024-07-04 17:19:35,Current,227,308.0
257,2024-07-04 17:19:37,Current,226,310.0
258,2024-07-04 17:19:38,Current,224,311.0
259,2024-07-04 17:19:39,Current,224,312.0
260,2024-07-04 17:19:40,Current,226,313.0
261,2024-07-04 17:19:41,Current,226,314.0
262,2024-07-04 17:19:42,Current,226,315.0
263,2024-07-04 17:19:43,Current,222,316.0
264,2024-07-04 17:19:44,Current,228,317.0
265,2024-07-04 17:19:45,Current,226,318.0
266,2024-07-04 17:19:46,Current,224,319.0
267,2024-07-04 17:19:47,Current,215,320.0
268,2024-07-04 17:19:48,Current,226,321.0
269,2024-07-04 17:19:49,Current,224,322.0
270,2024-07-04 17:19:51,Current,224,324.0
271,2024-07-04 17:19:52,Current,222,325.0
272,2024-07-04 17:19:53,Current,225,326.0
273,2024-07-04 17:19:54,Current,226,327.0
274,2024-07-04 17:19:55,Current,223,328.0
275,2024-07-04 17:19:56,Current,219,329.0
