Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:19:29   1.9   0.0   0.4  97.7   0.0    3   6307   4755    9    8    9 123.80    0.07  61.91   3.68  61.89  0.00 Hz   -N/A-
23:19:30   1.7   0.0   0.4  97.9   0.0    2   6175   4465    6    7    6 123.48    0.07  61.62   3.67  61.86  0.00 Hz   -N/A-
23:19:31   0.3   0.0   0.0  99.7   0.0    1   7933   4508    8    5   10 120.40    0.07  58.54   0.40  61.86  0.00 Hz   -N/A-
23:19:32   0.0   0.0   0.0 100.0   0.0    1   7893   4057    0    0    0 119.85    0.07  58.03   0.13  61.83  0.00 Hz   -N/A-
23:19:33   1.7   0.0   0.4  97.9   0.0    3   6063   4194    3    2    4 123.38    0.08  61.55   3.42  61.83  0.00 Hz   -N/A-
23:19:34   2.3   0.0   1.9  95.9   0.0    3  21951  19721 1368  914 1368 127.52    0.07  65.28   3.68  62.24  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:19:35   1.9   0.0   0.4  97.7   0.0    2   6097   4433    6    7    5 123.72    0.07  61.88   3.68  61.84  0.00 Hz   -N/A-
23:19:36   1.8   0.0   0.3  97.9   0.0    2   6224   4341    7    4    9 123.50    0.07  61.69   3.68  61.81  0.00 Hz   -N/A-
23:19:37   1.9   0.0   0.4  97.8   0.0    2   5860   4125    0    0    0 123.65    0.07  61.83   3.68  61.83  0.00 Hz   -N/A-
23:19:38   1.8   0.0   0.3  97.9   0.0    2   6020   4132    0    0    0 123.45    0.07  61.62   3.68  61.83  0.00 Hz   -N/A-
23:19:39   1.9   0.0   0.4  97.8   0.0    2   5955   4212    0    0    0 123.65    0.07  61.83   3.67  61.82  0.00 Hz   -N/A-
23:19:40   1.7   0.0   0.4  97.9   0.0    2   5977   4097    0    0    0 123.43    0.07  61.61   3.69  61.81  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:19:41   1.7   0.0   0.3  98.0   0.0    2   6666   8209    0    0    0 123.38    0.07  61.53   1.79  61.84  0.00 Hz   -N/A-
23:19:42   1.8   0.0   0.3  97.9   0.0    2   7119  13770    0    0    0 123.84    0.07  62.00   0.14  61.84  0.00 Hz   -N/A-
23:19:43   3.5   0.0   0.7  95.8   0.0    3   5315  14304    0    0    0 127.50    0.08  65.59   3.42  61.92  0.00 Hz   -N/A-
23:19:44   3.5   0.0   0.7  95.8   0.0    3   5312  15414    1    0    0 127.53    0.07  65.68   3.69  61.86  0.00 Hz   -N/A-
23:19:45   3.6   0.0   0.7  95.7   0.0    3   5097  14972    0    0    0 127.83    0.07  65.98   3.71  61.85  0.00 Hz   -N/A-
23:19:46   3.5   0.0   0.6  95.8   0.0    3   5310  15496    0    0    0 127.57    0.07  65.72   3.71  61.85  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:19:47   3.6   0.0   0.7  95.7   0.0    3   5254  15404    0    0    0 127.81    0.07  65.95   3.71  61.85  0.00 Hz   -N/A-
23:19:48   3.5   0.0   0.7  95.8   0.0    3   5271  14858    0    0    0 127.56    0.07  65.71   3.71  61.85  0.00 Hz   -N/A-
23:19:49   3.6   0.0   0.7  95.7   0.0    3   5027  15058    0    0    0 127.77    0.07  65.93   3.72  61.84  0.00 Hz   -N/A-
23:19:50   3.5   0.0   0.7  95.8   0.0    3   5187  15074    0    0    0 127.57    0.07  65.72   3.70  61.86  0.00 Hz   -N/A-
23:19:51   2.0   0.0   0.3  97.6   0.0    2   6949  14421    0    0    0 124.45    0.07  62.61   0.41  61.84  0.00 Hz   -N/A-
23:19:52   1.7   0.0   0.4  97.9   0.0    2   6997  13333    0    0    0 123.85    0.07  62.00   0.14  61.85  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:19:53   3.5   0.0   0.6  95.8   0.0    3   5140  14425    0    0    0 127.53    0.08  65.62   3.43  61.91  0.00 Hz   -N/A-
23:19:54   3.4   0.0   0.7  95.8   0.0    3   5229  14531    0    0    0 127.56    0.07  65.70   3.70  61.86  0.00 Hz   -N/A-
23:19:55   3.7   0.0   0.6  95.7   0.0    3   5154  14483    0    0    0 127.75    0.07  65.90   3.71  61.85  0.00 Hz   -N/A-
23:19:56   3.4   0.0   0.8  95.8   0.0    3   5390  15833    0    0    0 127.52    0.07  65.67   3.71  61.85  0.00 Hz   -N/A-
23:19:57   3.7   0.0   0.6  95.7   0.0    3   5037  14917    0    0    0 127.75    0.07  65.91   3.71  61.84  0.00 Hz   -N/A-
23:19:58   3.5   0.0   0.7  95.8   0.0    3   5252  14950    0    0    0 127.58    0.07  65.72   3.71  61.86  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:19:59   3.6   0.0   0.8  95.7   0.0    3   5274  15454    0    0    0 127.79    0.07  65.95   3.71  61.84  0.00 Hz   -N/A-
23:20:00   3.5   0.0   0.7  95.8   0.0    3   5299  14791    0    0    0 127.60    0.07  65.74   3.71  61.86  0.00 Hz   -N/A-
23:20:01   2.7   0.0   0.5  96.8   0.0    2   6120  14379    0    0    0 125.86    0.07  64.01   1.79  61.85  0.00 Hz   -N/A-
