Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:14:52   3.6   0.0   0.6  95.8   0.0    4   4100   4982    0    0    0 127.27    0.07  65.47   3.75  61.80  0.00 Hz   -N/A-
23:14:53   2.8   0.0   0.5  96.7   0.0    3   4950   4621    0    0    0 125.73    0.07  63.91   3.77  61.82  0.00 Hz   -N/A-
23:14:54   1.7   0.0   0.4  97.9   0.0    2   6003   4113    0    0    0 123.55    0.07  61.74   3.75  61.81  0.00 Hz   -N/A-
23:14:55   1.9   0.0   0.4  97.8   0.0    3   5978   4226    0    0    0 123.88    0.07  62.02   3.76  61.87  0.00 Hz   -N/A-
23:14:56   1.7   0.0   0.4  97.9   0.0    3   6052   4171    0    0    0 123.57    0.08  61.74   3.76  61.83  0.00 Hz   -N/A-
23:14:57   1.9   0.0   0.4  97.8   0.0    3   5872   4159    0    0    0 123.77    0.07  61.96   3.76  61.81  0.00 Hz   -N/A-
23:14:58   0.2   0.0   0.1  99.7   0.0    2   7711   4089    0    0    0 120.33    0.07  58.52   0.57  61.81  0.00 Hz   -N/A-
23:14:59   1.2   0.0   0.3  98.5   0.0    3   6714   4252    0    0    1 122.38    0.07  60.57   2.40  61.81  0.00 Hz   -N/A-
23:15:00   1.7   0.0   0.4  97.9   0.0    3   6026   4126    0    0    0 123.52    0.07  61.71   3.75  61.81  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:15:01   1.9   0.0   0.4  97.8   0.0    3   5863   4123    0    0    0 123.79    0.07  61.97   3.76  61.82  0.00 Hz   -N/A-
23:15:02   1.7   0.0   0.4  97.9   0.0    3   6019   4150    0    0    0 123.52    0.07  61.72   3.76  61.80  0.00 Hz   -N/A-
23:15:03   1.9   0.0   0.4  97.8   0.0    3   6030   4301    0    0    0 123.84    0.07  61.96   3.77  61.87  0.00 Hz   -N/A-
23:15:04   1.7   0.0   0.4  97.9   0.0    2   5997   4117    0    0    0 123.57    0.07  61.75   3.77  61.82  0.00 Hz   -N/A-
23:15:05   1.8   0.0   0.4  97.8   0.0    3   5867   4135    0    0    0 123.84    0.07  62.03   3.78  61.81  0.00 Hz   -N/A-
23:15:06   1.7   0.0   0.4  97.9   0.0    3   6001   4121    0    0    0 123.54    0.08  61.73   3.76  61.81  0.00 Hz   -N/A-
23:15:07   0.8   0.0   0.2  99.1   0.0    2   7148   4177    0    0    0 121.51    0.07  59.69   1.50  61.82  0.00 Hz   -N/A-
23:15:08   0.0   0.0   0.0 100.0   0.0    1   7947   4106    0    0    0 119.88    0.07  58.07   0.14  61.81  0.00 Hz   -N/A-
23:15:09   1.2   0.0   0.3  98.5   0.0    3   6589   4137    0    0    0 122.38    0.07  60.57   2.40  61.81  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:15:10   1.7   0.0   0.4  97.9   0.0    3   6006   4129    0    0    0 123.53    0.07  61.71   3.76  61.82  0.00 Hz   -N/A-
23:15:11   1.9   0.0   0.3  97.8   0.0    3   5951   4219    0    0    0 123.77    0.07  61.95   3.75  61.82  0.00 Hz   -N/A-
23:15:12   1.7   0.0   0.4  97.9   0.0    3   5980   4106    0    0    0 123.57    0.07  61.70   3.75  61.86  0.00 Hz   -N/A-
23:15:13   1.9   0.0   0.4  97.8   0.0    3   5943   4232    0    0    0 123.82    0.07  62.01   3.77  61.81  0.00 Hz   -N/A-
23:15:14   1.8   0.0   0.4  97.8   0.0    3   6645   5069    6    2    5 123.63    0.07  61.73   3.75  61.90  0.00 Hz   -N/A-
23:15:15   1.9   0.0   0.4  97.8   0.0    3   5980   4243    0    0    0 123.75    0.07  61.94   3.76  61.82  0.00 Hz   -N/A-
23:15:16   1.7   0.0   0.4  97.9   0.0    3   6011   4132    0    0    0 123.52    0.08  61.70   3.75  61.82  0.00 Hz   -N/A-
23:15:17   1.9   0.0   0.4  97.7   0.0    3   5878   4151    0    0    0 123.75    0.07  61.94   3.75  61.81  0.00 Hz   -N/A-
23:15:18   0.2   0.0   0.0  99.7   0.0    1   7702   4097    0    0    0 120.33    0.07  58.51   0.57  61.81  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:15:19   1.2   0.0   0.3  98.5   0.0    3   6702   4235    0    0    0 122.35    0.07  60.54   2.40  61.81  0.00 Hz   -N/A-
23:15:20   1.8   0.0   0.4  97.9   0.0    3   6028   4124    0    0    0 123.53    0.07  61.71   3.75  61.82  0.00 Hz   -N/A-
23:15:21   1.9   0.0   0.4  97.7   0.0    2   5916   4230    0    0    0 123.75    0.07  61.94   3.76  61.81  0.00 Hz   -N/A-
23:15:22   1.7   0.0   0.4  97.9   0.0    3   5999   4146    0    0    0 123.58    0.07  61.71   3.76  61.87  0.00 Hz   -N/A-
23:15:23   1.9   0.0   0.4  97.8   0.0    3   6016   4264    0    0    0 123.82    0.07  62.00   3.77  61.81  0.00 Hz   -N/A-
23:15:24   1.7   0.0   0.4  97.9   0.0    3   5984   4110    0    0    0 123.51    0.07  61.71   3.76  61.80  0.00 Hz   -N/A-
23:15:25   1.9   0.0   0.4  97.7   0.0    3   5977   4631    0    0    0 123.76    0.07  61.94   3.76  61.82  0.00 Hz   -N/A-
23:15:26   1.8   0.0   0.3  97.9   0.0    3   5985   4112    0    0    0 123.53    0.08  61.71   3.77  61.82  0.00 Hz   -N/A-
23:15:27   0.8   0.0   0.1  99.1   0.0    2   7179   4197    0    0    0 121.47    0.07  59.66   1.49  61.81  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:15:28   0.0   0.0   0.0 100.0   0.0    1   7930   4092    0    0    0 119.89    0.07  58.06   0.14  61.82  0.00 Hz   -N/A-
23:15:29   1.2   0.0   0.3  98.5   0.0    3   6615   4147    0    0    1 122.36    0.07  60.54   2.39  61.81  0.00 Hz   -N/A-
23:15:30   1.7   0.0   0.4  97.9   0.0    3   5985   4101    0    0    0 123.54    0.07  61.68   3.75  61.86  0.00 Hz   -N/A-
23:15:31   1.8   0.0   0.4  97.8   0.0    3   5984   4233    0    0    0 123.73    0.07  61.92   3.74  61.82  0.00 Hz   -N/A-
23:15:32   1.7   0.0   0.4  97.9   0.0    3   5970   4087    0    0    0 123.55    0.07  61.74   3.75  61.80  0.00 Hz   -N/A-
23:15:33   1.9   0.0   0.4  97.8   0.0    3   5966   4381    0    0    0 123.74    0.07  61.93   3.75  61.82  0.00 Hz   -N/A-
23:15:34   1.9   0.0   0.4  97.6   0.0    4   5775   4161    0    0    0 123.94    0.07  62.13   3.76  61.81  0.00 Hz   -N/A-
23:15:35   3.0   0.0   1.3  95.7   0.0    4   6499  27006    0    0    0 136.86    0.07  71.39   3.76  65.47  0.00 Hz   -N/A-
23:15:36   2.9   0.0   1.3  95.8   0.0    4   6231  25659    0    0    0 138.01    0.08  71.92   3.77  66.09  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:15:37   3.0   0.0   1.4  95.6   0.0    4   6181  24058    0    0    0 137.68    0.07  71.89   3.77  65.80  0.00 Hz   -N/A-
23:15:38   1.4   0.0   1.0  97.6   0.0    2   8016  25034    8    4    8 134.25    0.07  68.38   0.59  65.87  0.00 Hz   -N/A-
23:15:39   2.6   0.0   1.0  96.4   0.0    4   6531  22121    0    0    0 132.76    0.07  68.36   2.42  64.39  0.00 Hz   -N/A-
23:15:40   3.5   0.0   0.6  95.8   0.0    4   4107   4795    0    0    0 127.30    0.07  65.47   3.75  61.83  0.00 Hz   -N/A-
23:15:41   3.7   0.0   0.6  95.7   0.0    4   4021   5003    0    0    0 127.56    0.07  65.73   3.77  61.83  0.00 Hz   -N/A-
23:15:42   3.6   0.0   0.5  95.8   0.0    4   4108   4854    0    0    0 127.31    0.07  65.49   3.77  61.82  0.00 Hz   -N/A-
23:15:43   3.7   0.0   0.6  95.7   0.0    4   4205   5121    0    0    0 127.54    0.07  65.71   3.76  61.83  0.00 Hz   -N/A-
23:15:44   3.6   0.0   0.6  95.8   0.0    4   4351   5384    0    0    1 127.33    0.07  65.50   3.77  61.83  0.00 Hz   -N/A-
23:15:45   3.6   0.0   0.7  95.7   0.0    4   3984   4969    0    0    0 127.57    0.07  65.75   3.77  61.82  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
23:15:46   3.6   0.0   0.6  95.8   0.0    4   4122   5082    0    0    0 127.34    0.08  65.51   3.76  61.83  0.00 Hz   -N/A-
23:15:47   1.9   0.0   0.3  97.8   0.0    2   6020   4587    0    0    0 123.79    0.07  61.97   1.50  61.82  0.00 Hz   -N/A-
23:15:48   0.0   0.0   0.0 100.0   0.0    2   7940   4102    0    0    0 120.02    0.07  58.15   0.14  61.87  0.00 Hz   -N/A-
23:15:49   1.2   0.0   0.2  98.5   0.0    3   6605   4153    0    0    0 122.41    0.07  60.59   2.41  61.82  0.00 Hz   -N/A-
23:15:50   1.7   0.0   0.4  97.9   0.0    3   6029   4183    0    0    0 123.55    0.07  61.73   3.76  61.82  0.00 Hz   -N/A-
23:15:51   1.9   0.0   0.4  97.7   0.0    3   6027   4289    0    0    0 123.79    0.07  61.97   3.77  61.82  0.00 Hz   -N/A-
