2024-07-17 16:25:27,Current,110
2024-07-17 16:25:28,Current,130
2024-07-17 16:25:29,Current,128
2024-07-17 16:25:30,Current,123
2024-07-17 16:25:31,Current,118
2024-07-17 16:25:32,Current,121
2024-07-17 16:25:33,Current,156
2024-07-17 16:25:35,Current,152
2024-07-17 16:25:36,Current,157
2024-07-17 16:25:37,Current,160
2024-07-17 16:25:38,Current,150
2024-07-17 16:25:39,Current,163
2024-07-17 16:25:40,Current,157
2024-07-17 16:25:41,Current,167
2024-07-17 16:25:42,Current,140
2024-07-17 16:25:43,Current,158
2024-07-17 16:25:44,Current,155
2024-07-17 16:25:45,Current,159
2024-07-17 16:25:46,Current,147
2024-07-17 16:25:47,Current,142
2024-07-17 16:25:49,Current,149
2024-07-17 16:25:50,Current,159
2024-07-17 16:25:51,Current,162
2024-07-17 16:25:52,Current,165
2024-07-17 16:25:53,Current,152
2024-07-17 16:25:54,Current,159
2024-07-17 16:25:55,Current,165
2024-07-17 16:25:56,Current,164
2024-07-17 16:25:57,Current,152
2024-07-17 16:25:58,Current,156
2024-07-17 16:25:59,Current,157
2024-07-17 16:26:00,Current,151
2024-07-17 16:26:02,Current,160
2024-07-17 16:26:03,Current,157
2024-07-17 16:26:04,Current,169
2024-07-17 16:26:05,Current,155
2024-07-17 16:26:06,Current,158
2024-07-17 16:26:07,Current,168
2024-07-17 16:26:08,Current,170
2024-07-17 16:26:09,Current,160
2024-07-17 16:26:10,Current,149
2024-07-17 16:26:11,Current,163
2024-07-17 16:26:12,Current,159
2024-07-17 16:26:13,Current,151
2024-07-17 16:26:14,Current,157
2024-07-17 16:26:16,Current,155
2024-07-17 16:26:17,Current,164
2024-07-17 16:26:18,Current,171
2024-07-17 16:26:19,Current,164
2024-07-17 16:26:20,Current,162
2024-07-17 16:26:21,Current,156
2024-07-17 16:26:22,Current,163
2024-07-17 16:26:23,Current,179
2024-07-17 16:26:24,Current,155
2024-07-17 16:26:25,Current,159
2024-07-17 16:26:26,Current,150
2024-07-17 16:26:27,Current,167
2024-07-17 16:26:28,Current,167
2024-07-17 16:26:29,Current,165
2024-07-17 16:26:31,Current,167
2024-07-17 16:26:32,Current,165
2024-07-17 16:26:33,Current,176
2024-07-17 16:26:34,Current,177
2024-07-17 16:26:35,Current,171
2024-07-17 16:26:36,Current,167
2024-07-17 16:26:37,Current,166
2024-07-17 16:26:38,Current,172
2024-07-17 16:26:39,Current,164
2024-07-17 16:26:40,Current,159
2024-07-17 16:26:41,Current,159
2024-07-17 16:26:42,Current,165
2024-07-17 16:26:43,Current,159
2024-07-17 16:26:45,Current,173
2024-07-17 16:26:46,Current,161
2024-07-17 16:26:47,Current,163
2024-07-17 16:26:48,Current,165
2024-07-17 16:26:49,Current,167
2024-07-17 16:26:50,Current,174
2024-07-17 16:26:51,Current,171
2024-07-17 16:26:52,Current,160
2024-07-17 16:26:53,Current,176
2024-07-17 16:26:54,Current,168
2024-07-17 16:26:55,Current,177
2024-07-17 16:26:56,Current,165
2024-07-17 16:26:57,Current,174
2024-07-17 16:26:59,Current,167
2024-07-17 16:27:00,Current,169
2024-07-17 16:27:01,Current,175
2024-07-17 16:27:02,Current,170
2024-07-17 16:27:03,Current,170
2024-07-17 16:27:04,Current,175
2024-07-17 16:27:05,Current,180
