Timestamp,Sensor,Value
2024-07-27 17:48:43,Current,254
2024-07-27 17:48:44,Current,256
2024-07-27 17:48:45,Current,259
2024-07-27 17:48:47,Current,258
2024-07-27 17:48:48,Current,256
2024-07-27 17:48:49,Current,256
2024-07-27 17:48:50,Current,257
2024-07-27 17:48:51,Current,256
2024-07-27 17:48:52,Current,255
2024-07-27 17:48:53,Current,256
2024-07-27 17:48:54,Current,256
2024-07-27 17:48:55,Current,255
2024-07-27 17:48:56,Current,272
2024-07-27 17:48:57,Current,290
2024-07-27 17:48:59,Current,286
2024-07-27 17:49:00,Current,262
2024-07-27 17:49:01,Current,256
2024-07-27 17:49:02,Current,259
2024-07-27 17:49:03,Current,258
2024-07-27 17:49:04,Current,253
2024-07-27 17:49:05,Current,257
2024-07-27 17:49:06,Current,257
2024-07-27 17:49:07,Current,257
2024-07-27 17:49:08,Current,256
2024-07-27 17:49:09,Current,263
2024-07-27 17:49:10,Current,286
2024-07-27 17:49:12,Current,290
2024-07-27 17:49:13,Current,266
2024-07-27 17:49:14,Current,258
2024-07-27 17:49:15,Current,258
2024-07-27 17:49:16,Current,256
2024-07-27 17:49:17,Current,257
2024-07-27 17:49:18,Current,257
2024-07-27 17:49:19,Current,255
2024-07-27 17:49:20,Current,257
2024-07-27 17:49:21,Current,256
2024-07-27 17:49:22,Current,256
2024-07-27 17:49:24,Current,295
2024-07-27 17:49:25,Current,292
2024-07-27 17:49:26,Current,291
2024-07-27 17:49:27,Current,258
2024-07-27 17:49:28,Current,258
2024-07-27 17:49:30,Current,257
2024-07-27 17:49:31,Current,256
2024-07-27 17:49:32,Current,256
2024-07-27 17:49:33,Current,257
