Time Elapsed,Time (seconds),Sensor ,Value,Time 
57,114.00,Current,141,4:35:54
57,114.00,Minimum,2,4:35:54
57,114.00,Maximum,549,4:35:54
57,114.00,Average,99,4:35:54
58,115.00,Current,141,4:35:55
58,115.00,Minimum,2,4:35:55
58,115.00,Maximum,549,4:35:55
58,115.00,Average,99,4:35:55
58,115.00,Current,140,4:35:55
58,115.00,Minimum,2,4:35:55
58,115.00,Maximum,549,4:35:55
58,115.00,Average,99,4:35:55
58,115.00,Current,140,4:35:55
58,115.00,Minimum,2,4:35:55
58,115.00,Maximum,549,4:35:55
58,115.00,Average,99,4:35:55
58,115.00,Current,141,4:35:55
58,115.00,Minimum,2,4:35:55
58,115.00,Maximum,549,4:35:55
58,115.00,Average,99,4:35:55
59,116.00,Current,141,4:35:56
59,116.00,Minimum,2,4:35:56
59,116.00,Maximum,549,4:35:56
59,116.00,Average,99,4:35:56
59,116.00,Current,141,4:35:56
59,116.00,Minimum,2,4:35:56
59,116.00,Maximum,549,4:35:56
59,116.00,Average,99,4:35:56
59,116.00,Current,141,4:35:56
59,116.00,Minimum,2,4:35:56
59,116.00,Maximum,549,4:35:56
59,116.00,Average,99,4:35:56
60,117.00,Current,128,4:35:57
60,117.00,Minimum,2,4:35:57
60,117.00,Maximum,549,4:35:57
60,117.00,Average,99,4:35:57
60,117.00,Current,128,4:35:57
60,117.00,Minimum,2,4:35:57
60,117.00,Maximum,549,4:35:57
60,117.00,Average,99,4:35:57
60,117.00,Current,124,4:35:57
60,117.00,Minimum,2,4:35:57
60,117.00,Maximum,549,4:35:57
60,117.00,Average,99,4:35:57
60,117.00,Current,128,4:35:57
60,117.00,Minimum,2,4:35:57
60,117.00,Maximum,549,4:35:57
60,117.00,Average,99,4:35:57
