Time Elapsed,Time (secs),Sensor,Value,Timestamp
86.00,136.00,Average,100,14:11:16
86.00,136.00,Current,141,14:11:16
86.00,136.00,Minimum,2,14:11:16
86.00,136.00,Maximum,549,14:11:16
86.00,136.00,Average,100,14:11:16
86.00,136.00,Current,141,14:11:16
86.00,136.00,Minimum,2,14:11:16
86.00,136.00,Maximum,549,14:11:16
86.00,136.00,Average,100,14:11:16
87.00,137.00,Current,142,14:11:17
87.00,137.00,Minimum,2,14:11:17
87.00,137.00,Maximum,549,14:11:17
87.00,137.00,Average,100,14:11:17
87.00,137.00,Current,142,14:11:17
87.00,137.00,Minimum,2,14:11:17
87.00,137.00,Maximum,549,14:11:17
87.00,137.00,Average,100,14:11:17
87.00,137.00,Current,142,14:11:17
87.00,137.00,Minimum,2,14:11:17
87.00,137.00,Maximum,549,14:11:17
87.00,137.00,Average,100,14:11:17
88.00,138.00,Current,140,14:11:18
88.00,138.00,Minimum,2,14:11:18
88.00,138.00,Maximum,549,14:11:18
88.00,138.00,Average,100,14:11:18
88.00,138.00,Current,140,14:11:18
88.00,138.00,Minimum,2,14:11:18
88.00,138.00,Maximum,549,14:11:18
88.00,138.00,Average,100,14:11:18
88.00,138.00,Current,140,14:11:18
88.00,138.00,Minimum,2,14:11:18
88.00,138.00,Maximum,549,14:11:18
88.00,138.00,Average,100,14:11:18
88.00,138.00,Current,140,14:11:18
88.00,138.00,Minimum,2,14:11:18
88.00,138.00,Maximum,549,14:11:18
88.00,138.00,Average,100,14:11:18
89.00,139.00,Current,140,14:11:19
89.00,139.00,Minimum,2,14:11:19
89.00,139.00,Maximum,549,14:11:19
89.00,139.00,Average,100,14:11:19
89.00,139.00,Current,141,14:11:19
89.00,139.00,Minimum,2,14:11:19
89.00,139.00,Maximum,549,14:11:19
89.00,139.00,Average,100,14:11:19
89.00,139.00,Current,141,14:11:19
89.00,139.00,Minimum,2,14:11:19
89.00,139.00,Maximum,549,14:11:19
89.00,139.00,Average,100,14:11:19
90.00,140.00,Current,141,14:11:20
90.00,140.00,Minimum,2,14:11:20
90.00,140.00,Maximum,549,14:11:20
90.00,140.00,Average,100,14:11:20
90.00,140.00,Current,141,14:11:20
90.00,140.00,Minimum,2,14:11:20
90.00,140.00,Maximum,549,14:11:20
90.00,140.00,Average,100,14:11:20
90.00,140.00,Current,141,14:11:20
90.00,140.00,Minimum,2,14:11:20
90.00,140.00,Maximum,549,14:11:20
90.00,140.00,Average,100,14:11:20
91.00,141.00,Current,141,14:11:21
91.00,141.00,Minimum,2,14:11:21
91.00,141.00,Maximum,549,14:11:21
91.00,141.00,Average,100,14:11:21
91.00,141.00,Current,140,14:11:21
91.00,141.00,Minimum,2,14:11:21
91.00,141.00,Maximum,549,14:11:21
91.00,141.00,Average,100,14:11:21
91.00,141.00,Current,141,14:11:21
91.00,141.00,Minimum,2,14:11:21
91.00,141.00,Maximum,549,14:11:21
91.00,141.00,Average,100,14:11:21
91.00,141.00,Current,141,14:11:21
91.00,141.00,Minimum,2,14:11:21
91.00,141.00,Maximum,549,14:11:21
91.00,141.00,Average,100,14:11:21
92.00,142.00,Current,141,14:11:22
92.00,142.00,Minimum,2,14:11:22
92.00,142.00,Maximum,549,14:11:22
92.00,142.00,Average,100,14:11:22
92.00,142.00,Current,141,14:11:22
92.00,142.00,Minimum,2,14:11:22
92.00,142.00,Maximum,549,14:11:22
92.00,142.00,Average,100,14:11:22
92.00,142.00,Current,141,14:11:22
92.00,142.00,Minimum,2,14:11:22
92.00,142.00,Maximum,549,14:11:22
92.00,142.00,Average,100,14:11:22
93.00,143.00,Current,141,14:11:23
93.00,143.00,Minimum,2,14:11:23
93.00,143.00,Maximum,549,14:11:23
93.00,143.00,Average,100,14:11:23
93.00,143.00,Current,141,14:11:23
93.00,143.00,Minimum,2,14:11:23
93.00,143.00,Maximum,549,14:11:23
93.00,143.00,Average,100,14:11:23
93.00,143.00,Current,141,14:11:23
93.00,143.00,Minimum,2,14:11:23
93.00,143.00,Maximum,549,14:11:23
93.00,143.00,Average,100,14:11:23
94.00,144.00,Current,141,14:11:24
94.00,144.00,Minimum,2,14:11:24
94.00,144.00,Maximum,549,14:11:24
94.00,144.00,Average,100,14:11:24
94.00,144.00,Current,140,14:11:24
94.00,144.00,Minimum,2,14:11:24
94.00,144.00,Maximum,549,14:11:24
94.00,144.00,Average,100,14:11:24
94.00,144.00,Current,140,14:11:24
94.00,144.00,Minimum,2,14:11:24
94.00,144.00,Maximum,549,14:11:24
94.00,144.00,Average,100,14:11:24
95.00,145.00,Current,141,14:11:25
95.00,145.00,Minimum,2,14:11:25
95.00,145.00,Maximum,549,14:11:25
95.00,145.00,Average,100,14:11:25
95.00,145.00,Current,141,14:11:25
95.00,145.00,Minimum,2,14:11:25
95.00,145.00,Maximum,549,14:11:25
95.00,145.00,Average,100,14:11:25
95.00,145.00,Current,141,14:11:25
95.00,145.00,Minimum,2,14:11:25
95.00,145.00,Maximum,549,14:11:25
95.00,145.00,Average,100,14:11:25
96.00,146.00,Current,140,14:11:26
96.00,146.00,Minimum,2,14:11:26
96.00,146.00,Maximum,549,14:11:26
96.00,146.00,Average,100,14:11:26
96.00,146.00,Current,140,14:11:26
96.00,146.00,Minimum,2,14:11:26
96.00,146.00,Maximum,549,14:11:26
96.00,146.00,Average,100,14:11:26
96.00,146.00,Current,141,14:11:26
96.00,146.00,Minimum,2,14:11:26
96.00,146.00,Maximum,549,14:11:26
96.00,146.00,Average,100,14:11:26
96.00,146.00,Current,141,14:11:26
96.00,146.00,Minimum,2,14:11:26
96.00,146.00,Maximum,549,14:11:26
96.00,146.00,Average,100,14:11:26
97.00,147.00,Current,141,14:11:27
97.00,147.00,Minimum,2,14:11:27
97.00,147.00,Maximum,549,14:11:27
97.00,147.00,Average,100,14:11:27
97.00,147.00,Current,141,14:11:27
97.00,147.00,Minimum,2,14:11:27
97.00,147.00,Maximum,549,14:11:27
97.00,147.00,Average,100,14:11:27
97.00,147.00,Current,141,14:11:27
97.00,147.00,Minimum,2,14:11:27
97.00,147.00,Maximum,549,14:11:27
97.00,147.00,Average,100,14:11:27
98.00,148.00,Current,140,14:11:28
98.00,148.00,Minimum,2,14:11:28
98.00,148.00,Maximum,549,14:11:28
98.00,148.00,Average,100,14:11:28
98.00,148.00,Current,158,14:11:28
98.00,148.00,Minimum,2,14:11:28
98.00,148.00,Maximum,549,14:11:28
98.00,148.00,Average,100,14:11:28
99.00,149.00,Current,184,14:11:29
99.00,149.00,Minimum,2,14:11:29
99.00,149.00,Maximum,549,14:11:29
99.00,149.00,Average,100,14:11:29
99.00,149.00,Current,184,14:11:29
99.00,149.00,Minimum,2,14:11:29
99.00,149.00,Maximum,549,14:11:29
99.00,149.00,Average,100,14:11:29
99.00,149.00,Current,161,14:11:29
99.00,149.00,Minimum,2,14:11:29
99.00,149.00,Maximum,549,14:11:29
99.00,149.00,Average,100,14:11:29
99.00,149.00,Current,161,14:11:29
99.00,149.00,Minimum,2,14:11:29
99.00,149.00,Maximum,549,14:11:29
99.00,149.00,Average,100,14:11:29
100.00,150.00,Current,128,14:11:30
100.00,150.00,Minimum,2,14:11:30
100.00,150.00,Maximum,549,14:11:30
100.00,150.00,Average,100,14:11:30
100.00,150.00,Current,128,14:11:30
100.00,150.00,Minimum,2,14:11:30
100.00,150.00,Maximum,549,14:11:30
100.00,150.00,Average,100,14:11:30
100.00,150.00,Current,132,14:11:30
100.00,150.00,Minimum,2,14:11:30
100.00,150.00,Maximum,549,14:11:30
100.00,150.00,Average,100,14:11:30
101.00,151.00,Current,133,14:11:31
101.00,151.00,Minimum,2,14:11:31
101.00,151.00,Maximum,549,14:11:31
101.00,151.00,Average,100,14:11:31
101.00,151.00,Current,133,14:11:31
101.00,151.00,Minimum,2,14:11:31
101.00,151.00,Maximum,549,14:11:31
101.00,151.00,Average,100,14:11:31
101.00,151.00,Current,121,14:11:31
101.00,151.00,Minimum,2,14:11:31
101.00,151.00,Maximum,549,14:11:31
101.00,151.00,Average,100,14:11:31
102.00,152.00,Current,121,14:11:32
102.00,152.00,Minimum,2,14:11:32
102.00,152.00,Maximum,549,14:11:32
102.00,152.00,Average,100,14:11:32
102.00,152.00,Current,123,14:11:32
102.00,152.00,Minimum,2,14:11:32
102.00,152.00,Maximum,549,14:11:32
102.00,152.00,Average,100,14:11:32
102.00,152.00,Current,123,14:11:32
102.00,152.00,Minimum,2,14:11:32
102.00,152.00,Maximum,549,14:11:32
102.00,152.00,Average,100,14:11:32
102.00,152.00,Current,129,14:11:32
102.00,152.00,Minimum,2,14:11:32
102.00,152.00,Maximum,549,14:11:32
102.00,152.00,Average,100,14:11:32
103.00,153.00,Current,132,14:11:33
103.00,153.00,Minimum,2,14:11:33
103.00,153.00,Maximum,549,14:11:33
103.00,153.00,Average,100,14:11:33
