Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
03:46:35   3.7   0.0   0.7  95.7   0.0    4   4449   5920   10    9   10 124.77    0.07  63.74   3.26  61.03  0.00 Hz   -N/A-
03:46:36   3.6   0.0   0.7  95.7   0.0    3   4749   6263   13   14   12 124.75    0.07  63.69   3.25  61.06  0.00 Hz   -N/A-
03:46:37   3.6   0.0   0.6  95.7   0.0    3   4190   5330    7    4    9 124.75    0.07  63.74   3.26  61.01  0.00 Hz   -N/A-
03:46:38   3.5   0.0   0.6  95.8   0.0    3   4183   5116    0    0    0 124.55    0.07  63.58   3.25  60.98  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
03:46:39   3.6   0.0   0.7  95.7   0.0    4   4231   5297    1    1    2 124.62    0.07  63.65   3.25  60.97  0.00 Hz   -N/A-
03:46:40   4.1   0.0   2.3  93.6   0.0    5  28289  20067 1858 1240 1856 128.48    0.07  67.36   3.08  61.11  0.00 Hz   -N/A-
03:46:41   1.8   0.0   1.8  96.4   0.0    2  26533  20724 1595 1066 1594 124.40    0.07  61.19   0.13  63.21  0.00 Hz   -N/A-
03:46:42   1.1   0.0   1.9  96.9   0.0    4  23629  21984 1391  925 1393 123.74    0.27  58.76   0.29  64.98  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
03:46:43   4.2   0.0   2.3  93.4   0.0    4  20251  20938 1379  919 1379 128.75    0.38  63.99   3.26  64.76  0.00 Hz   -N/A-
03:46:44   4.1   0.0   2.3  93.6   0.0    4  20320  20977 1384  923 1384 128.69    0.38  63.92   3.26  64.78  0.00 Hz   -N/A-
03:46:45   4.3   0.0   2.3  93.4   0.0    4  20182  20908 1382  922 1382 128.75    0.38  63.98   3.25  64.77  0.00 Hz   -N/A-
03:46:46   4.2   0.0   2.3  93.5   0.0    4  20298  21002 1385  923 1385 128.61    0.38  63.84   3.25  64.78  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
03:46:47   4.0   0.0   2.6  93.4   0.0    5  21191  30801 1387  925 1387 133.06    0.61  66.49   3.26  66.57  0.00 Hz   -N/A-
03:46:48   4.1   0.0   2.3  93.6   0.0    4  20203  21139 1374  915 1375 129.06    0.54  64.04   3.25  65.01  0.00 Hz   -N/A-
03:46:49   4.2   0.0   2.3  93.4   0.0    4  20176  20901 1373  916 1373 129.02    0.07  64.03   3.26  64.99  0.00 Hz   -N/A-
