2024-07-27 21:38:19,Current,231
2024-07-27 21:38:20,Current,232
2024-07-27 21:38:21,Current,232
2024-07-27 21:38:22,Current,233
2024-07-27 21:38:23,Current,232
2024-07-27 21:38:24,Current,231
2024-07-27 21:38:25,Current,248
2024-07-27 21:38:26,Current,256
2024-07-27 21:38:27,Current,257
2024-07-27 21:38:28,Current,255
2024-07-27 21:38:29,Current,254
2024-07-27 21:38:30,Current,255
2024-07-27 21:38:31,Current,282
2024-07-27 21:38:33,Current,256
2024-07-27 21:38:34,Current,255
2024-07-27 21:38:35,Current,255
2024-07-27 21:38:36,Current,258
2024-07-27 21:38:37,Current,257
2024-07-27 21:38:38,Current,254
2024-07-27 21:38:39,Current,254
2024-07-27 21:38:40,Current,255
2024-07-27 21:38:41,Current,256
2024-07-27 21:38:42,Current,249
2024-07-27 21:38:43,Current,242
2024-07-27 21:38:44,Current,242
2024-07-27 21:38:45,Current,242
2024-07-27 21:38:46,Current,241
2024-07-27 21:38:47,Current,242
2024-07-27 21:38:48,Current,242
2024-07-27 21:38:49,Current,241
2024-07-27 21:38:50,Current,241
2024-07-27 21:38:52,Current,243
2024-07-27 21:38:53,Current,242
2024-07-27 21:38:54,Current,241
2024-07-27 21:38:55,Current,242
2024-07-27 21:38:56,Current,242
2024-07-27 21:38:57,Current,242
2024-07-27 21:38:58,Current,241
2024-07-27 21:38:59,Current,242
2024-07-27 21:39:00,Current,242
2024-07-27 21:39:01,Current,242
2024-07-27 21:39:02,Current,244
2024-07-27 21:39:03,Current,244
2024-07-27 21:39:04,Current,279
2024-07-27 21:39:05,Current,256
2024-07-27 21:39:06,Current,255
2024-07-27 21:39:07,Current,256
2024-07-27 21:39:09,Current,256
2024-07-27 21:39:10,Current,256
2024-07-27 21:39:11,Current,255
2024-07-27 21:39:12,Current,256
2024-07-27 21:39:13,Current,255
2024-07-27 21:39:14,Current,256
2024-07-27 21:39:15,Current,246
2024-07-27 21:39:16,Current,242
2024-07-27 21:39:17,Current,244
2024-07-27 21:39:18,Current,241
2024-07-27 21:39:19,Current,240
2024-07-27 21:39:20,Current,242
2024-07-27 21:39:21,Current,243
2024-07-27 21:39:22,Current,243
2024-07-27 21:39:23,Current,241
2024-07-27 21:39:24,Current,242
2024-07-27 21:39:25,Current,242
2024-07-27 21:39:26,Current,241
2024-07-27 21:39:27,Current,242
2024-07-27 21:39:29,Current,242
2024-07-27 21:39:30,Current,240
2024-07-27 21:39:31,Current,241
2024-07-27 21:39:32,Current,243
2024-07-27 21:39:33,Current,243
2024-07-27 21:39:34,Current,241
2024-07-27 21:39:35,Current,242
2024-07-27 21:39:36,Current,261
2024-07-27 21:39:37,Current,279
2024-07-27 21:39:38,Current,255
2024-07-27 21:39:39,Current,256
2024-07-27 21:39:40,Current,257
2024-07-27 21:39:41,Current,258
2024-07-27 21:39:42,Current,256
2024-07-27 21:39:43,Current,254
2024-07-27 21:39:45,Current,255
2024-07-27 21:39:46,Current,256
2024-07-27 21:39:47,Current,255
2024-07-27 21:39:48,Current,248
2024-07-27 21:39:49,Current,243
2024-07-27 21:39:50,Current,243
2024-07-27 21:39:51,Current,241
2024-07-27 21:39:52,Current,242
2024-07-27 21:39:53,Current,242
2024-07-27 21:39:54,Current,243
2024-07-27 21:39:55,Current,241
2024-07-27 21:39:56,Current,242
2024-07-27 21:39:57,Current,244
2024-07-27 21:39:58,Current,241
2024-07-27 21:39:59,Current,241
2024-07-27 21:40:00,Current,242
2024-07-27 21:40:01,Current,243
2024-07-27 21:40:02,Current,243
2024-07-27 21:40:03,Current,242
2024-07-27 21:40:05,Current,241
2024-07-27 21:40:06,Current,242
2024-07-27 21:40:07,Current,243
2024-07-27 21:40:08,Current,242
2024-07-27 21:40:09,Current,246
2024-07-27 21:40:10,Current,255
