Time_Of_Day_Seconds	RAMWatt
1720410814.094650	3.17
1720410814.092985	
1720410814.092998	
1720410814.093009	
1720410814.093020	
1720410814.093031	
1720410814.093042	
1720410814.093056	
1720410814.093068	
1720410814.093114	
1720410814.093138	
1720410814.093150	
1720410814.093163	
1720410814.093181	1.52
1720410814.093193	
1720410814.093251	
1720410814.093274	
1720410814.093319	
1720410814.093342	
1720410814.093354	
1720410814.093365	
1720410814.093412	
1720410814.093435	
1720410814.093482	
1720410814.093511	
1720410814.093593	1.65
1720410814.093627	
1720410814.093700	
1720410814.093734	
1720410814.093806	
1720410814.093839	
1720410814.093910	
1720410814.093944	
1720410814.094017	
1720410814.094050	
1720410814.094123	
1720410814.094158	
1720410814.094233	
1720410814.094253	
1720410814.094299	
1720410814.094322	
1720410814.094387	
1720410814.094410	
1720410814.094458	
1720410814.094495	
1720410814.094543	
1720410814.094566	
1720410814.094628	
1720410814.094650	
Time_Of_Day_Seconds	RAMWatt
1720410815.097830	3.23
1720410815.095874	
1720410815.095908	
1720410815.095981	
1720410815.096014	
1720410815.096045	
1720410815.096082	
1720410815.096116	
1720410815.096152	
1720410815.096226	
1720410815.096264	
1720410815.096296	
1720410815.096327	
1720410815.096379	1.59
1720410815.096411	
1720410815.096454	
1720410815.096466	
1720410815.096477	
1720410815.096495	
1720410815.096544	
1720410815.096566	
1720410815.096580	
1720410815.096592	
1720410815.096647	
1720410815.096660	
1720410815.096745	1.64
1720410815.096785	
1720410815.096857	
1720410815.096890	
1720410815.096963	
1720410815.096996	
1720410815.097068	
1720410815.097101	
1720410815.097173	
1720410815.097205	
1720410815.097277	
1720410815.097309	
1720410815.097382	
1720410815.097414	
1720410815.097488	
1720410815.097510	
1720410815.097574	
1720410815.097598	
1720410815.097650	
1720410815.097673	
1720410815.097725	
1720410815.097747	
1720410815.097818	
1720410815.097830	
Time_Of_Day_Seconds	RAMWatt
1720410816.101454	2.33
1720410816.099243	
1720410816.099281	
1720410816.099352	
1720410816.099385	
1720410816.099458	
1720410816.099511	
1720410816.099583	
1720410816.099620	
1720410816.099692	
1720410816.099729	
1720410816.099803	
1720410816.099836	
1720410816.099926	1.04
1720410816.099958	
1720410816.100029	
1720410816.100041	
1720410816.100096	
1720410816.100119	
1720410816.100166	
1720410816.100188	
1720410816.100234	
1720410816.100256	
1720410816.100302	
1720410816.100326	
1720410816.100413	1.29
1720410816.100445	
1720410816.100521	
1720410816.100553	
1720410816.100625	
1720410816.100658	
1720410816.100731	
1720410816.100764	
1720410816.100836	
1720410816.100869	
1720410816.100944	
1720410816.100976	
1720410816.101050	
1720410816.101062	
1720410816.101127	
1720410816.101152	
1720410816.101213	
1720410816.101225	
1720410816.101277	
1720410816.101299	
1720410816.101368	
1720410816.101380	
1720410816.101431	
1720410816.101454	
Time_Of_Day_Seconds	RAMWatt
1720410817.104933	2.60
1720410817.102696	
1720410817.102729	
1720410817.102801	
1720410817.102834	
1720410817.102906	
1720410817.102938	
1720410817.103010	
1720410817.103042	
1720410817.103114	
1720410817.103147	
1720410817.103219	
1720410817.103252	
1720410817.103342	1.14
1720410817.103375	
1720410817.103447	
1720410817.103479	
1720410817.103576	
1720410817.103609	
1720410817.103681	
1720410817.103713	
1720410817.103746	
1720410817.103773	
1720410817.103845	
1720410817.103877	
1720410817.103972	1.45
1720410817.104005	
1720410817.104078	
1720410817.104111	
1720410817.104182	
1720410817.104215	
1720410817.104290	
1720410817.104301	
1720410817.104356	
1720410817.104380	
1720410817.104443	
1720410817.104455	
1720410817.104511	
1720410817.104533	
1720410817.104591	
1720410817.104613	
1720410817.104671	
1720410817.104696	
1720410817.104771	
1720410817.104782	
1720410817.104847	
1720410817.104858	
1720410817.104910	
1720410817.104933	
Time_Of_Day_Seconds	RAMWatt
1720410818.108098	2.28
1720410818.106148	
1720410818.106173	
1720410818.106253	
1720410818.106289	
1720410818.106362	
1720410818.106394	
1720410818.106466	
1720410818.106501	
1720410818.106577	
1720410818.106609	
1720410818.106684	
1720410818.106696	
1720410818.106714	0.87
1720410818.106725	
1720410818.106775	
1720410818.106797	
1720410818.106808	
1720410818.106817	
1720410818.106828	
1720410818.106839	
1720410818.106887	
1720410818.106902	
1720410818.106943	
1720410818.106972	
1720410818.107048	1.41
1720410818.107062	
1720410818.107548	
1720410818.107560	
1720410818.107572	
1720410818.107582	
1720410818.107594	
1720410818.107604	
1720410818.107615	
1720410818.107624	
1720410818.107750	
1720410818.107762	
1720410818.107773	
1720410818.107784	
1720410818.107839	
1720410818.107863	
1720410818.107912	
1720410818.107935	
1720410818.107984	
1720410818.108007	
1720410818.108054	
1720410818.108077	
1720410818.108088	
1720410818.108098	
Time_Of_Day_Seconds	RAMWatt
1720410819.110110	12.04
1720410819.109272	
1720410819.109296	
1720410819.109307	
1720410819.109322	
1720410819.109333	
1720410819.109346	
1720410819.109358	
1720410819.109373	
1720410819.109383	
1720410819.109396	
1720410819.109408	
1720410819.109419	
1720410819.109438	5.54
1720410819.109452	
1720410819.109499	
1720410819.109524	
1720410819.109537	
1720410819.109547	
1720410819.109559	
1720410819.109571	
1720410819.109617	
1720410819.109642	
1720410819.109689	
1720410819.109713	
1720410819.109734	6.49
1720410819.109748	
1720410819.109761	
1720410819.109772	
1720410819.109783	
1720410819.109796	
1720410819.109810	
1720410819.109821	
1720410819.109834	
1720410819.109844	
1720410819.109903	
1720410819.109918	
1720410819.109968	
1720410819.109995	
1720410819.110006	
1720410819.110018	
1720410819.110029	
1720410819.110041	
1720410819.110054	
1720410819.110064	
1720410819.110077	
1720410819.110087	
1720410819.110100	
1720410819.110110	
Time_Of_Day_Seconds	RAMWatt
1720410820.111856	11.92
1720410820.110582	
1720410820.110595	
1720410820.110648	
1720410820.110674	
1720410820.110720	
1720410820.110744	
1720410820.110795	
1720410820.110818	
1720410820.110885	
1720410820.110908	
1720410820.110985	
1720410820.110997	
1720410820.111069	6.15
1720410820.111084	
1720410820.111135	
1720410820.111158	
1720410820.111207	
1720410820.111232	
1720410820.111282	
1720410820.111306	
1720410820.111358	
1720410820.111382	
1720410820.111434	
1720410820.111462	
1720410820.111529	5.77
1720410820.111544	
1720410820.111568	
1720410820.111580	
1720410820.111593	
1720410820.111605	
1720410820.111617	
1720410820.111627	
1720410820.111638	
1720410820.111649	
1720410820.111659	
1720410820.111671	
1720410820.111684	
1720410820.111694	
1720410820.111707	
1720410820.111717	
1720410820.111767	
1720410820.111790	
1720410820.111805	
1720410820.111816	
1720410820.111826	
1720410820.111835	
1720410820.111848	
1720410820.111856	
Time_Of_Day_Seconds	RAMWatt
1720410821.114336	11.12
1720410821.113043	
1720410821.113056	
1720410821.113067	
1720410821.113080	
1720410821.113092	
1720410821.113106	
1720410821.113118	
1720410821.113129	
1720410821.113139	
1720410821.113151	
1720410821.113197	
1720410821.113223	
1720410821.113246	6.20
