Timestamp,Sensor,Value
2024-07-31 01:15:15,Current,103
2024-07-31 01:15:16,Current,104
2024-07-31 01:15:17,Current,104
2024-07-31 01:15:18,Current,104
2024-07-31 01:15:19,Current,104
2024-07-31 01:15:21,Current,105
2024-07-31 01:15:22,Current,114
2024-07-31 01:15:23,Current,113
2024-07-31 01:15:24,Current,113
2024-07-31 01:15:25,Current,113
2024-07-31 01:15:26,Current,113
2024-07-31 01:15:27,Current,113
2024-07-31 01:15:28,Current,113
2024-07-31 01:15:29,Current,113
2024-07-31 01:15:30,Current,113
2024-07-31 01:15:31,Current,108
2024-07-31 01:15:32,Current,113
2024-07-31 01:15:33,Current,113
2024-07-31 01:15:35,Current,113
2024-07-31 01:15:36,Current,113
2024-07-31 01:15:37,Current,112
2024-07-31 01:15:38,Current,113
2024-07-31 01:15:39,Current,113
2024-07-31 01:15:40,Current,113
2024-07-31 01:15:41,Current,111
2024-07-31 01:15:42,Current,113
2024-07-31 01:15:43,Current,113
2024-07-31 01:15:44,Current,113
2024-07-31 01:15:45,Current,113
2024-07-31 01:15:46,Current,113
2024-07-31 01:15:47,Current,113
2024-07-31 01:15:49,Current,113
2024-07-31 01:15:50,Current,113
2024-07-31 01:15:51,Current,113
2024-07-31 01:15:52,Current,109
2024-07-31 01:15:53,Current,113
2024-07-31 01:15:54,Current,113
2024-07-31 01:15:55,Current,113
2024-07-31 01:15:56,Current,113
2024-07-31 01:15:57,Current,113
2024-07-31 01:15:58,Current,113
2024-07-31 01:15:59,Current,113
2024-07-31 01:16:00,Current,113
2024-07-31 01:16:01,Current,112
2024-07-31 01:16:03,Current,113
2024-07-31 01:16:04,Current,113
2024-07-31 01:16:05,Current,113
2024-07-31 01:16:06,Current,113
2024-07-31 01:16:07,Current,113
2024-07-31 01:16:08,Current,113
2024-07-31 01:16:09,Current,113
2024-07-31 01:16:10,Current,113
2024-07-31 01:16:11,Current,113
2024-07-31 01:16:12,Current,111
2024-07-31 01:16:13,Current,128
2024-07-31 01:16:14,Current,128
2024-07-31 01:16:16,Current,128
2024-07-31 01:16:17,Current,123
2024-07-31 01:16:18,Current,119
2024-07-31 01:16:19,Current,118
2024-07-31 01:16:20,Current,117
2024-07-31 01:16:21,Current,124
2024-07-31 01:16:22,Current,116
2024-07-31 01:16:23,Current,117
2024-07-31 01:16:24,Current,117
2024-07-31 01:16:25,Current,117
2024-07-31 01:16:26,Current,117
2024-07-31 01:16:27,Current,117
2024-07-31 01:16:28,Current,117
2024-07-31 01:16:30,Current,117
2024-07-31 01:16:31,Current,118
2024-07-31 01:16:32,Current,117
2024-07-31 01:16:33,Current,114
2024-07-31 01:16:34,Current,117
2024-07-31 01:16:35,Current,116
2024-07-31 01:16:36,Current,116
2024-07-31 01:16:37,Current,117
2024-07-31 01:16:38,Current,117
2024-07-31 01:16:39,Current,117
2024-07-31 01:16:40,Current,117
2024-07-31 01:16:41,Current,117
2024-07-31 01:16:43,Current,117
2024-07-31 01:16:44,Current,117
2024-07-31 01:16:45,Current,117
2024-07-31 01:16:46,Current,117
2024-07-31 01:16:47,Current,117
2024-07-31 01:16:48,Current,117
2024-07-31 01:16:49,Current,117
2024-07-31 01:16:50,Current,116
2024-07-31 01:16:51,Current,123
