Timestamp,Sensor,Value
2024-07-27 22:10:17,Current,113
2024-07-27 22:10:18,Current,113
2024-07-27 22:10:20,Current,114
2024-07-27 22:10:21,Current,113
2024-07-27 22:10:22,Current,114
2024-07-27 22:10:23,Current,110
2024-07-27 22:10:24,Current,113
2024-07-27 22:10:25,Current,113
2024-07-27 22:10:26,Current,113
2024-07-27 22:10:27,Current,113
2024-07-27 22:10:28,Current,113
2024-07-27 22:10:29,Current,113
2024-07-27 22:10:30,Current,113
2024-07-27 22:10:31,Current,113
2024-07-27 22:10:32,Current,113
2024-07-27 22:10:34,Current,113
2024-07-27 22:10:35,Current,113
2024-07-27 22:10:36,Current,115
2024-07-27 22:10:37,Current,121
2024-07-27 22:10:38,Current,122
2024-07-27 22:10:39,Current,121
2024-07-27 22:10:40,Current,122
2024-07-27 22:10:41,Current,122
2024-07-27 22:10:42,Current,122
2024-07-27 22:10:43,Current,121
2024-07-27 22:10:44,Current,121
2024-07-27 22:10:45,Current,123
2024-07-27 22:10:46,Current,122
2024-07-27 22:10:48,Current,122
2024-07-27 22:10:49,Current,113
2024-07-27 22:10:50,Current,113
2024-07-27 22:10:51,Current,113
2024-07-27 22:10:52,Current,113
2024-07-27 22:10:53,Current,113
2024-07-27 22:10:54,Current,113
2024-07-27 22:10:55,Current,113
2024-07-27 22:10:56,Current,113
2024-07-27 22:10:57,Current,112
2024-07-27 22:10:58,Current,113
2024-07-27 22:10:59,Current,113
2024-07-27 22:11:00,Current,121
2024-07-27 22:11:02,Current,121
2024-07-27 22:11:03,Current,121
2024-07-27 22:11:04,Current,122
2024-07-27 22:11:05,Current,121
2024-07-27 22:11:06,Current,121
2024-07-27 22:11:07,Current,121
2024-07-27 22:11:08,Current,122
2024-07-27 22:11:09,Current,122
2024-07-27 22:11:10,Current,121
2024-07-27 22:11:11,Current,121
2024-07-27 22:11:12,Current,121
2024-07-27 22:11:13,Current,113
2024-07-27 22:11:15,Current,112
2024-07-27 22:11:16,Current,113
2024-07-27 22:11:17,Current,113
2024-07-27 22:11:18,Current,113
2024-07-27 22:11:19,Current,113
2024-07-27 22:11:20,Current,113
2024-07-27 22:11:21,Current,113
2024-07-27 22:11:22,Current,113
2024-07-27 22:11:23,Current,113
2024-07-27 22:11:24,Current,113
2024-07-27 22:11:25,Current,122
2024-07-27 22:11:26,Current,122
2024-07-27 22:11:27,Current,121
2024-07-27 22:11:29,Current,121
2024-07-27 22:11:30,Current,123
2024-07-27 22:11:31,Current,121
2024-07-27 22:11:32,Current,121
2024-07-27 22:11:33,Current,121
2024-07-27 22:11:34,Current,123
2024-07-27 22:11:35,Current,122
2024-07-27 22:11:36,Current,121
2024-07-27 22:11:37,Current,120
2024-07-27 22:11:38,Current,113
2024-07-27 22:11:39,Current,113
2024-07-27 22:11:40,Current,113
2024-07-27 22:11:42,Current,113
2024-07-27 22:11:43,Current,113
2024-07-27 22:11:44,Current,113
2024-07-27 22:11:45,Current,113
2024-07-27 22:11:46,Current,113
2024-07-27 22:11:47,Current,113
2024-07-27 22:11:48,Current,113
2024-07-27 22:11:49,Current,113
2024-07-27 22:11:50,Current,113
