Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
20:44:57   0.1   0.0   0.3  99.6   0.0    1   1635   3577   24   19   23  71.89    3.91  38.33   4.67  33.56  23.00  22.00  1.90 GHz  -N/A-
20:44:58   0.2   0.0   0.1  99.6   0.1    1   1630   1826   18   19   16  50.65    3.07  27.26   2.33  23.39  22.00  21.00  1.72 GHz  -N/A-
