Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
16:07:55   0.0   0.0   0.0  99.9   0.0    1    866   1165    0    0    0  62.66    1.82  32.30   3.15  30.36  23.00  23.00  1.19 GHz  -N/A-
16:07:56   0.2   0.0   0.2  99.6   0.0    2   1089   1215    9    8    8  47.62    1.85  24.05   1.90  23.57  30.00  25.00  1.85 GHz  -N/A-
16:07:57   0.1   0.0   1.0  98.9   0.0    1    943   2022   11   11   10  73.73    3.82  35.76   3.45  37.96  25.00  25.00  1.90 GHz  -N/A-
16:07:58   0.1   0.0   0.0  99.9   0.0    1    906    619    7    4    9  38.12    1.10  19.96   1.45  18.16  24.00  24.00  1.40 GHz  -N/A-
16:07:59   0.0   0.0   0.0  99.9   0.0    2    615    343    1    1    1  34.04    0.85  17.88   1.16  16.16  23.00  23.00  1.51 GHz  -N/A-
