Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
17:20:49   0.0   0.0   0.0 100.0   0.0    1    259    219    0    0    0  22.22    1.25  12.21   0.76  10.01  22.00  21.00  1.58 GHz  -N/A-
17:20:50   0.0   0.0   0.0 100.0   0.0    2    296    271    0    0    0  23.92    1.41  13.16   1.05  10.76  22.00  22.00  1.45 GHz  -N/A-
17:20:51   0.0   0.0   0.0 100.0   0.0    1    423    290    0    0    0  22.83    1.38  12.46   0.98  10.37  23.00  22.00  1.29 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
17:20:52   0.0   0.0   0.0 100.0   0.0    2    320    248    0    0    0  23.36    1.32  12.67   1.00  10.69  22.00  21.00  1.32 GHz  -N/A-
17:20:53   0.0   0.0   0.0 100.0   0.0    1    340    288    0    0    0  25.11    1.47  13.60   1.20  11.51  22.00  21.00  1.43 GHz  -N/A-
17:20:54   0.0   0.0   0.0 100.0   0.0    1    287    246    0    0    0  23.28    1.32  12.89   0.93  10.40  22.00  21.00  1.44 GHz  -N/A-
17:20:55   0.0   0.0   0.0 100.0   0.0    1    379    315    0    0    0  23.80    1.41  13.21   1.00  10.59  22.00  21.00  1.16 GHz  -N/A-
17:20:56   0.0   0.0   0.0 100.0   0.0    2    363    268    0    0    0  23.79    1.46  12.99   1.05  10.80  22.00  21.00  1.35 GHz  -N/A-
17:20:57   0.0   0.0   0.0 100.0   0.0    1    339    268    0    0    0  23.96    1.42  13.35   0.96  10.61  22.00  21.00  1.34 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
17:20:58   0.0   0.0   0.0 100.0   0.0    2    311    259    0    0    0  22.75    1.41  12.55   0.93  10.20  22.00  21.00  1.37 GHz  -N/A-
17:20:59   0.0   0.0   0.0  99.9   0.0    1   1247    803    9    0   14  25.06    1.75  13.36   1.30  11.70  22.00  21.00  1.76 GHz  -N/A-
17:21:00   0.0   0.0   0.0 100.0   0.0    2    299    260    0    0    0  23.76    1.59  12.52   0.96  11.23  22.00  21.00  1.42 GHz  -N/A-
17:21:01   0.0   0.0   0.0 100.0   0.0    1    318    262    0    0    0  23.97    1.40  13.50   0.91  10.47  22.00  22.00  1.42 GHz  -N/A-
17:21:02   0.0   0.0   0.0 100.0   0.0    2    489    290    0    0    0  24.14    1.62  13.16   0.94  10.98  22.00  22.00  1.34 GHz  -N/A-
17:21:03   0.1   0.0   0.1  99.8   0.0    1   1294   1046    7    7    7  36.30    2.62  18.71   1.85  17.59  22.00  22.00  1.64 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
17:21:04   0.0   0.0   0.0 100.0   0.0    2    438    315    0    0    0  27.06    1.56  14.10   1.11  12.96  23.00  21.00  1.40 GHz  -N/A-
17:21:05   0.0   0.0   0.1  99.9   0.0    1    542    763   10   11    8  28.78    1.75  15.18   1.26  13.60  22.00  21.00  1.72 GHz  -N/A-
17:21:06   0.1   0.0   0.1  99.8   0.0    1   2111   1949   49    7   51  46.47    2.79  25.07   2.20  21.40  23.00  22.00  1.78 GHz  -N/A-
