Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
21:18:19   0.8   0.0   1.8  97.4   0.0    2  26460  18736 1059  706 1059 107.04    6.70  49.88   6.33  57.16  29.00  28.00  2.51 GHz  -N/A-
21:18:20   0.8   0.0   1.9  97.3   0.0    2  26278  17002 1070  714 1070 107.23    6.69  47.10   6.30  60.13  29.00  28.00  2.36 GHz  -N/A-
21:18:21   0.8   0.0   2.0  97.2   0.0    4  26271  17478 1066  711 1067 107.08    6.70  47.76   6.31  59.32  29.00  28.00  2.62 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
21:18:22   0.8   0.0   1.9  97.3   0.0    3  27736  17651 1098  713 1099 107.13    6.70  47.29   6.33  59.84  29.00  28.00  2.39 GHz  -N/A-
21:18:23   0.9   0.0   1.8  97.3   0.0    2  26727  17665 1061  708 1061 106.77    6.69  50.33   6.34  56.43  29.00  28.00  2.73 GHz  -N/A-
21:18:24   0.8   0.0   1.8  97.4   0.0    2  26547  17957 1059  706 1059 106.77    6.69  49.90   6.32  56.87  29.00  29.00  2.49 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
21:18:25   0.8   0.0   1.9  97.4   0.0    2  26247  17755 1060  707 1060 107.17    6.70  48.58   6.30  58.59  29.00  29.00  2.71 GHz  -N/A-
21:18:26   0.8   0.0   1.9  97.3   0.0    4  26628  17558 1058  705 1059 106.93    6.70  50.19   6.31  56.74  30.00  29.00  2.49 GHz  -N/A-
21:18:27   0.9   0.0   1.8  97.3   0.0    2  26134  17342 1061  707 1060 107.66    6.69  47.28   6.30  60.39  30.00  29.00  2.27 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
21:18:28   0.8   0.0   1.8  97.4   0.0    2  26511  17118 1069  712 1069 107.53    6.69  47.75   6.31  59.79  30.00  29.00  2.41 GHz  -N/A-
21:18:29   0.8   0.0   1.9  97.4   0.0    2  26612  17405 1064  710 1064 107.55    6.69  49.55   6.32  57.99  30.00  29.00  2.59 GHz  -N/A-
21:18:30   0.9   0.0   2.0  97.1   0.1    2  35699  19714 1230  705 1232 107.88    6.70  50.11   6.35  57.77  31.00  30.00  2.42 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
21:18:31   0.8   0.0   1.8  97.3   0.0    2  27293  17472 1083  712 1085 107.35    6.70  47.70   6.33  59.65  31.00  30.00  2.39 GHz  -N/A-
21:18:32   0.8   0.0   1.8  97.4   0.0    2  26775  16990 1066  711 1066 107.29    6.69  50.70   6.39  56.60  30.00  30.00  2.65 GHz  -N/A-
21:18:33   0.8   0.0   1.8  97.4   0.0    3  26708  17700 1064  710 1064 107.51    6.69  50.05   6.38  57.46  31.00  30.00  2.59 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
21:18:34   0.9   0.0   1.8  97.3   0.0    2  27073  17166 1064  709 1064 107.64    6.70  51.66   6.34  55.98  31.00  30.00  2.37 GHz  -N/A-
21:18:35   0.8   0.0   1.9  97.3   0.0    2  26739  17410 1066  711 1066 107.86    6.69  49.64   6.32  58.22  30.00  30.00  2.51 GHz  -N/A-
