Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
23:44:47   0.0   0.0   0.0 100.0   0.0    2    646    543    1    1    1  25.50    1.64  13.54   1.39  11.96  19.00  20.00  1.29 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
23:44:48   0.0   0.0   0.0 100.0   0.0    2   1258    599   12    0   13  26.05    1.70  13.56   1.33  12.49  20.00  20.00  1.75 GHz  -N/A-
23:44:49   0.0   0.0   0.0 100.0   0.0    2    302    270    0    0    0  23.25    1.37  12.11   0.93  11.14  19.00  20.00  1.48 GHz  -N/A-
23:44:50   0.0   0.0   0.0 100.0   0.0    2    285    222    0    0    0  21.73    1.24  11.75   0.77   9.97  20.00  20.00  1.51 GHz  -N/A-
23:44:51   0.0   0.0   0.0 100.0   0.0    2    509    319    0    0    0  23.80    1.44  13.26   1.02  10.54  20.00  20.00  1.33 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
23:44:52   0.0   0.0   0.0 100.0   0.0    2    330    240    0    0    0  22.29    1.19  12.34   0.88   9.95  20.00  20.00  1.30 GHz  -N/A-
23:44:53   0.0   0.0   0.0  99.9   0.0    2   1215    594   17    0   16  25.34    1.61  14.03   1.16  11.32  19.00  20.00  1.85 GHz  -N/A-
23:44:54   0.0   0.0   0.0 100.0   0.0    2    288    193    0    0    0  21.16    1.09  11.99   0.53   9.17  19.00  19.00  1.51 GHz  -N/A-
23:44:55   0.0   0.0   0.0 100.0   0.0    2    380    258    0    0    0  22.05    1.28  12.39   0.75   9.67  19.00  20.00  1.35 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
23:44:56   0.0   0.0   0.0 100.0   0.0    2    265    194    0    0    0  22.31    1.17  12.51   0.78   9.80  19.00  20.00  1.63 GHz  -N/A-
23:44:57   0.0   0.0   0.0 100.0   0.0    2    286    226    0    0    0  22.45    1.18  12.67   0.76   9.78  20.00  19.00  1.61 GHz  -N/A-
23:44:58   0.0   0.0   0.0 100.0   0.0    2    300    215    0    0    0  21.54    1.19  12.02   0.74   9.52  19.00  19.00  1.39 GHz  -N/A-
23:44:59   0.0   0.0   0.0 100.0   0.0    2    408    284    0    0    0  22.85    1.39  12.53   1.02  10.32  19.00  20.00  1.25 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
23:45:00   0.0   0.0   0.0 100.0   0.0    2    227    193    0    0    0  21.40    1.15  11.77   0.74   9.63  19.00  19.00  1.69 GHz  -N/A-
23:45:01   0.0   0.0   0.0 100.0   0.0    2    322    258    0    0    0  22.66    1.30  12.42   0.91  10.24  19.00  20.00  1.76 GHz  -N/A-
