Timestamp,Sensor,Value
2024-07-09 19:46:45,Current,109
2024-07-09 19:46:46,Current,128
2024-07-09 19:46:47,Current,115
2024-07-09 19:46:48,Current,133
2024-07-09 19:46:49,Current,133
2024-07-09 19:46:51,Current,123
2024-07-09 19:46:52,Current,202
2024-07-09 19:46:53,Current,213
2024-07-09 19:46:54,Current,213
2024-07-09 19:46:55,Current,212
2024-07-09 19:46:56,Current,214
2024-07-09 19:46:57,Current,212
2024-07-09 19:46:58,Current,212
2024-07-09 19:46:59,Current,212
2024-07-09 19:47:00,Current,211
2024-07-09 19:47:01,Current,235
2024-07-09 19:47:03,Current,231
2024-07-09 19:47:04,Current,226
2024-07-09 19:47:05,Current,205
2024-07-09 19:47:06,Current,209
2024-07-09 19:47:07,Current,206
2024-07-09 19:47:08,Current,207
2024-07-09 19:47:10,Current,207
2024-07-09 19:47:11,Current,164
2024-07-09 19:47:12,Current,217
2024-07-09 19:47:13,Current,214
2024-07-09 19:47:14,Current,215
2024-07-09 19:47:15,Current,239
2024-07-09 19:47:16,Current,237
2024-07-09 19:47:18,Current,237
2024-07-09 19:47:19,Current,218
2024-07-09 19:47:20,Current,210
2024-07-09 19:47:21,Current,206
2024-07-09 19:47:22,Current,215
2024-07-09 19:47:23,Current,213
2024-07-09 19:47:24,Current,213
2024-07-09 19:47:25,Current,211
2024-07-09 19:47:26,Current,211
2024-07-09 19:47:27,Current,212
2024-07-09 19:47:29,Current,226
2024-07-09 19:47:30,Current,237
2024-07-09 19:47:31,Current,236
2024-07-09 19:47:32,Current,230
2024-07-09 19:47:33,Current,211
