Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk x86_pk  CPU Freq  GPU W
20:36:09   0.1   0.0   0.2  99.6   0.1    2   1531   2987   22   19   20  77.02    4.61  40.40   4.97  36.62  28.00  27.00  1.27 GHz  -N/A-
20:36:10   0.2   0.0   0.3  98.7   0.8    1   2295   3485   19   19   18  64.48    3.88  34.41   3.51  30.07  27.00  26.00  1.99 GHz  -N/A-
